threshold,scaling,clustering,num_clusters,silhouette,calinski_harabasz,davies_bouldin,ARI,AMI
3,flatten_gradcam,SpectralClustering,12,0.6607773851590105,0.18333713243674496,0.7157071783937455,0.24649859943977595,0.4463519313304721
3,flatten_gradcam,SpectralClustering,13,0.6643109540636042,0.1844312742192843,0.7299218194740583,0.40056022408963593,0.5622317596566523
3,flatten_gradcam,Agglomerative_ward,2,0.9240282685512367,0.5695691816731252,0.4705046197583511,0.0784313725490196,0.22532188841201717
3,flatten_gradcam,Agglomerative_ward,3,0.8286219081272084,0.6028721221791657,0.6090973702914003,0.2296918767507003,0.42703862660944203
3,flatten_gradcam,Agglomerative_ward,4,0.7950530035335688,0.5298153635741966,0.7078891257995737,0.32492997198879553,0.49785407725321884
3,flatten_gradcam,Agglomerative_ward,5,0.7614840989399292,0.47772965580123095,0.6602700781805261,0.46218487394957986,0.6459227467811157
3,flatten_gradcam,Agglomerative_ward,6,0.7508833922261483,0.45361294734442675,0.6403695806680884,0.5126050420168068,0.6373390557939913
3,flatten_gradcam,Agglomerative_ward,7,0.7756183745583038,0.42785502621381355,0.5799573560767591,0.5798319327731094,0.686695278969957
3,flatten_gradcam,Agglomerative_ward,8,0.7703180212014133,0.40806929564622746,0.5643212508884151,0.5182072829131653,0.633047210300429
3,flatten_gradcam,Agglomerative_ward,9,0.7968197879858656,0.3932527923410075,0.5024875621890549,0.515406162464986,0.6094420600858369
3,flatten_gradcam,Agglomerative_ward,10,0.8180212014134275,0.3853886482790062,0.4882729211087421,0.523809523809524,0.6180257510729613
3,flatten_gradcam,Agglomerative_ward,11,0.842756183745583,0.3843628903578755,0.46481876332622607,0.4873949579831933,0.6030042918454935
3,flatten_gradcam,Agglomerative_ward,12,0.8568904593639575,0.3780487804878049,0.4207533759772567,0.5070028011204483,0.6287553648068668
3,flatten_gradcam,Agglomerative_ward,13,0.8586572438162543,0.36918167312514244,0.4392324093816633,0.5070028011204483,0.611587982832618
3,flatten_gradcam,Agglomerative_complete,2,0.9240282685512367,0.5695691816731252,0.4705046197583511,0.0784313725490196,0.22532188841201717
3,flatten_gradcam,Agglomerative_complete,3,0.8657243816254416,0.6601550034191931,0.5742714996446342,0.2380952380952381,0.39484978540772525
3,flatten_gradcam,Agglomerative_complete,4,0.7667844522968197,0.5345566446318669,0.6908315565031985,0.39495798319327735,0.5987124463519313
3,flatten_gradcam,Agglomerative_complete,5,0.7137809187279152,0.44180533394118987,0.685856432125089,0.350140056022409,0.5407725321888411
3,flatten_gradcam,Agglomerative_complete,6,0.7120141342756183,0.41481650330522,0.7270788912579959,0.40056022408963593,0.5321888412017166
3,flatten_gradcam,Agglomerative_complete,7,0.7420494699646643,0.4129701390471848,0.6304193319118693,0.47338935574229696,0.6180257510729613
3,flatten_gradcam,Agglomerative_complete,8,0.7579505300353356,0.38632322771825856,0.560767590618337,0.5042016806722689,0.6587982832618025
3,flatten_gradcam,Agglomerative_complete,9,0.7897526501766783,0.39628447686346024,0.5245202558635396,0.5602240896358545,0.6673819742489269
3,flatten_gradcam,Agglomerative_complete,10,0.8144876325088338,0.3917027581490768,0.4733475479744137,0.5546218487394959,0.6416309012875535
3,flatten_gradcam,Agglomerative_complete,11,0.8250883392226147,0.37946204695691815,0.4427860696517414,0.5854341736694679,0.6759656652360514
3,flatten_gradcam,Agglomerative_complete,12,0.8445229681978798,0.3733758832915432,0.3909026297085999,0.5294117647058825,0.6459227467811157
3,flatten_gradcam,Agglomerative_complete,13,0.8604240282685511,0.3641212673808982,0.375266524520256,0.4929971988795519,0.6094420600858369
3,flatten_gradcam,Agglomerative_average,2,0.9240282685512367,0.5695691816731252,0.4705046197583511,0.0784313725490196,0.22532188841201717
3,flatten_gradcam,Agglomerative_average,3,0.8780918727915193,0.670845680419421,0.5415778251599148,0.3893557422969188,0.5772532188841201
3,flatten_gradcam,Agglomerative_average,4,0.7968197879858656,0.5330294050604059,0.4818763326226013,0.39495798319327735,0.6137339055793991
3,flatten_gradcam,Agglomerative_average,5,0.7809187279151943,0.43389560063824945,0.4968017057569297,0.42016806722689076,0.669527896995708
3,flatten_gradcam,Agglomerative_average,6,0.7756183745583038,0.3821290175518578,0.451314854299929,0.37254901960784315,0.5987124463519313
3,flatten_gradcam,Agglomerative_average,7,0.7773851590106007,0.37362662411670844,0.5522388059701493,0.4145658263305322,0.592274678111588
3,flatten_gradcam,Agglomerative_average,8,0.7597173144876324,0.35363574196489633,0.5095948827292113,0.4397759103641457,0.5901287553648068
3,flatten_gradcam,Agglomerative_average,9,0.8038869257950529,0.38032824253476183,0.44918265813788205,0.4761904761904763,0.594420600858369
3,flatten_gradcam,Agglomerative_average,10,0.812720848056537,0.36188739457488034,0.42714996446339737,0.5014005602240896,0.6287553648068668
3,flatten_gradcam,Agglomerative_average,11,0.8056537102473498,0.34374287668110326,0.4363894811656007,0.48459383753501406,0.6008583690987124
3,flatten_gradcam,Agglomerative_average,12,0.7915194346289751,0.31837246409847275,0.3944562899786781,0.49019607843137264,0.6094420600858369
3,flatten_gradcam,Agglomerative_average,13,0.8144876325088338,0.31504444950991567,0.3418621179815211,0.4397759103641457,0.5772532188841201
3,flatten_gradcam,Agglomerative_single,2,0.4434628975265017,0.013175290631410989,0.2515991471215352,0.02521008403361345,0.032188841201716736
3,flatten_gradcam,Agglomerative_single,3,0.27915194346289746,0.02151812172327331,0.19758351101634686,0.030812324929971994,0.04506437768240343
3,flatten_gradcam,Agglomerative_single,4,0.22614840989399287,0.018509231821290176,0.2139303482587065,0.02521008403361345,0.034334763948497854
3,flatten_gradcam,Agglomerative_single,5,0.4222614840989399,0.16138591292454985,0.2444918265813788,0.0700280112044818,0.2167381974248927
3,flatten_gradcam,Agglomerative_single,6,0.33392226148409887,0.13526327786642353,0.22743425728500355,0.0700280112044818,0.203862660944206
3,flatten_gradcam,Agglomerative_single,7,0.28621908127208473,0.11358559379986324,0.24733475479744138,0.07282913165266108,0.2060085836909871
3,flatten_gradcam,Agglomerative_single,8,0.2650176678445229,0.09974925917483475,0.22388059701492546,0.0784313725490196,0.2296137339055794
3,flatten_gradcam,Agglomerative_single,9,0.21378091872791516,0.09012992933667656,0.21606254442075346,0.07563025210084034,0.22317596566523604
3,flatten_gradcam,Agglomerative_single,10,0.27915194346289746,0.09478003191246867,0.2068230277185502,0.0700280112044818,0.2510729613733905
3,flatten_gradcam,Agglomerative_single,11,0.35865724381625436,0.1147253248233417,0.22032693674484727,0.12324929971988796,0.34978540772532185
3,flatten_gradcam,Agglomerative_single,12,0.3604240282685512,0.10649646683382723,0.1990049751243782,0.12605042016806725,0.3690987124463519
3,flatten_gradcam,Agglomerative_single,13,0.34982332155477025,0.09958969683154777,0.19616204690831562,0.12605042016806725,0.3626609442060086
3,avg_gradcam_mm_aavg,KMeans,2,0.8851590106007066,0.7235696375655346,0.5543710021321963,0.23529411764705885,0.38626609442060084
3,avg_gradcam_mm_aavg,KMeans,3,0.9098939929328622,0.769364030088899,0.5088841506751955,0.33613445378151263,0.5171673819742489
3,avg_gradcam_mm_aavg,KMeans,4,0.8551236749116606,0.6296558012309095,0.6247334754797443,0.3697478991596639,0.5150214592274678
3,avg_gradcam_mm_aavg,KMeans,5,0.8021201413427561,0.5481650330521997,0.746268656716418,0.4817927170868348,0.6309012875536479
3,avg_gradcam_mm_aavg,KMeans,6,0.7879858657243816,0.4913152496010942,0.6794598436389482,0.47899159663865554,0.6309012875536479
3,avg_gradcam_mm_aavg,KMeans,7,0.8021201413427561,0.46202416229769777,0.6318407960199005,0.5574229691876752,0.6781115879828326
3,avg_gradcam_mm_aavg,KMeans,8,0.7968197879858656,0.4434009573740597,0.6090973702914003,0.4397759103641457,0.48927038626609437
3,avg_gradcam_mm_aavg,KMeans,9,0.773851590106007,0.39708228857989514,0.5600568585643214,0.39495798319327735,0.5150214592274678
3,avg_gradcam_mm_aavg,KMeans,10,0.8109540636042403,0.3960109414178254,0.5501066098081024,0.47338935574229696,0.5536480686695278
3,avg_gradcam_mm_aavg,KMeans,11,0.793286219081272,0.3721449737861865,0.5899076048329782,0.607843137254902,0.6609442060085836
3,avg_gradcam_mm_aavg,KMeans,12,0.8197879858657243,0.35776156826988836,0.5543710021321963,0.5826330532212887,0.6566523605150213
3,avg_gradcam_mm_aavg,KMeans,13,0.7526501766784451,0.34636425803510373,0.5842217484008531,0.5182072829131653,0.575107296137339
3,avg_gradcam_mm_aavg,AffinityPropagation,2,0.8851590106007066,0.6941189879188512,0.506041222459133,0.2380952380952381,0.39484978540772525
3,avg_gradcam_mm_aavg,AffinityPropagation,2,0.8851590106007066,0.6941189879188512,0.506041222459133,0.2380952380952381,0.39484978540772525
3,avg_gradcam_mm_aavg,AffinityPropagation,2,0.8851590106007066,0.6941189879188512,0.506041222459133,0.2380952380952381,0.39484978540772525
3,avg_gradcam_mm_aavg,AffinityPropagation,3,0.8904593639575971,0.6721905630271257,0.4697938877043356,0.31652661064425774,0.48712446351931327
3,avg_gradcam_mm_aavg,AffinityPropagation,3,0.8798586572438162,0.6677228174150901,0.521677327647477,0.3389355742296919,0.49356223175965663
3,avg_gradcam_mm_aavg,AffinityPropagation,3,0.901060070671378,0.73492135855938,0.5181236673773989,0.2689075630252101,0.4034334763948497
3,avg_gradcam_mm_aavg,AffinityPropagation,3,0.901060070671378,0.73492135855938,0.5181236673773989,0.2689075630252101,0.4034334763948497
3,avg_gradcam_mm_aavg,AffinityPropagation,3,0.901060070671378,0.73492135855938,0.5181236673773989,0.2689075630252101,0.4034334763948497
3,avg_gradcam_mm_aavg,AffinityPropagation,4,0.8392226148409894,0.6072258946888535,0.6823027718550106,0.3921568627450981,0.5364806866952788
3,avg_gradcam_mm_aavg,AffinityPropagation,4,0.8392226148409894,0.6072258946888535,0.6823027718550106,0.3921568627450981,0.5364806866952788
3,avg_gradcam_mm_aavg,AffinityPropagation,4,0.8462897526501766,0.6214725324823343,0.7022032693674486,0.3445378151260505,0.5214592274678111
3,avg_gradcam_mm_aavg,AffinityPropagation,4,0.8392226148409894,0.6072258946888535,0.6823027718550106,0.3921568627450981,0.5364806866952788
3,avg_gradcam_mm_aavg,AffinityPropagation,5,0.821554770318021,0.5300888990198314,0.6865671641791046,0.42016806722689076,0.5772532188841201
3,avg_gradcam_mm_aavg,AffinityPropagation,6,0.8038869257950529,0.5030088899019832,0.5984363894811658,0.4481792717086835,0.6008583690987124
3,avg_gradcam_mm_aavg,AffinityPropagation,8,0.7720848056537102,0.42566674264873494,0.5991471215351812,0.3781512605042017,0.5472103004291844
3,avg_gradcam_mm_aavg,AffinityPropagation,8,0.7720848056537102,0.42566674264873494,0.5991471215351812,0.3781512605042017,0.5472103004291844
3,avg_gradcam_mm_aavg,MeanShift,13,0.6554770318021201,0.23710964212445867,0.30277185501066095,0.4341736694677871,0.5600858369098711
3,avg_gradcam_mm_aavg,MeanShift,8,0.6837455830388692,0.3219968087531343,0.451314854299929,0.39775910364145667,0.5064377682403433
3,avg_gradcam_mm_aavg,MeanShift,6,0.6749116607773851,0.3699794848415774,0.5948827292110875,0.32492997198879553,0.45708154506437765
3,avg_gradcam_mm_aavg,MeanShift,3,0.9081272084805654,0.767038978801003,0.511727078891258,0.3305322128851541,0.49141630901287553
3,avg_gradcam_mm_aavg,MeanShift,3,0.9240282685512367,0.7627991793936632,0.4811656005685857,0.38375350140056025,0.5729613733905579
3,avg_gradcam_mm_aavg,SpectralClustering,2,0.8886925795053002,0.7226578527467518,0.5401563610518836,0.24649859943977595,0.3991416309012875
3,avg_gradcam_mm_aavg,SpectralClustering,3,0.9098939929328622,0.7067472076589926,0.4520255863539445,0.3613445378151261,0.5901287553648068
3,avg_gradcam_mm_aavg,SpectralClustering,4,0.8339222614840989,0.5265329382265785,0.37100213219616207,0.3697478991596639,0.5815450643776824
3,avg_gradcam_mm_aavg,SpectralClustering,5,0.784452296819788,0.5045361294734443,0.5927505330490407,0.49579831932773116,0.6480686695278969
3,avg_gradcam_mm_aavg,SpectralClustering,6,0.7579505300353356,0.4435605197173467,0.5657427149964466,0.350140056022409,0.5150214592274678
3,avg_gradcam_mm_aavg,SpectralClustering,7,0.7650176678445229,0.43464782311374517,0.566453447050462,0.42296918767507,0.6008583690987124
3,avg_gradcam_mm_aavg,SpectralClustering,8,0.7420494699646643,0.388146797355824,0.5614783226723526,0.5182072829131653,0.686695278969957
3,avg_gradcam_mm_aavg,SpectralClustering,9,0.7756183745583038,0.39270572144973787,0.5174129353233832,0.4397759103641457,0.594420600858369
3,avg_gradcam_mm_aavg,SpectralClustering,10,0.7915194346289751,0.37656713015728294,0.4918265813788202,0.4873949579831933,0.6652360515021458
3,avg_gradcam_mm_aavg,SpectralClustering,11,0.7667844522968197,0.3162525643948028,0.521677327647477,0.4481792717086835,0.5901287553648068
3,avg_gradcam_mm_aavg,SpectralClustering,12,0.7473498233215548,0.25994985183496694,0.4541577825159916,0.3613445378151261,0.5579399141630901
3,avg_gradcam_mm_aavg,SpectralClustering,13,0.7561837455830388,0.2551629815363574,0.49822316986496107,0.5014005602240896,0.6437768240343347
3,avg_gradcam_mm_aavg,Agglomerative_ward,2,0.8851590106007066,0.7235696375655346,0.5543710021321963,0.23529411764705885,0.38626609442060084
3,avg_gradcam_mm_aavg,Agglomerative_ward,3,0.901060070671378,0.6998860268976521,0.4740582800284294,0.2521008403361345,0.41845493562231756
3,avg_gradcam_mm_aavg,Agglomerative_ward,4,0.8339222614840989,0.5900615454752679,0.6993603411513861,0.2773109243697479,0.4463519313304721
3,avg_gradcam_mm_aavg,Agglomerative_ward,5,0.7826855123674912,0.5194666058810121,0.7782515991471216,0.4117647058823529,0.5686695278969957
3,avg_gradcam_mm_aavg,Agglomerative_ward,6,0.7614840989399292,0.4724413038522909,0.7647476901208247,0.42016806722689076,0.53862660944206
3,avg_gradcam_mm_aavg,Agglomerative_ward,7,0.7756183745583038,0.4472760428538865,0.5998578535891971,0.4173669467787115,0.5321888412017166
3,avg_gradcam_mm_aavg,Agglomerative_ward,8,0.773851590106007,0.4219968087531343,0.6119402985074628,0.45378151260504207,0.5536480686695278
3,avg_gradcam_mm_aavg,Agglomerative_ward,9,0.7809187279151943,0.40487804878048783,0.5700071073205403,0.49019607843137264,0.5836909871244634
3,avg_gradcam_mm_aavg,Agglomerative_ward,10,0.7897526501766783,0.3869386824709368,0.5252309879175553,0.515406162464986,0.5987124463519313
3,avg_gradcam_mm_aavg,Agglomerative_ward,11,0.8021201413427561,0.37451561431502167,0.5245202558635396,0.5126050420168068,0.5879828326180256
3,avg_gradcam_mm_aavg,Agglomerative_ward,12,0.8056537102473498,0.36015500341919304,0.5479744136460555,0.4873949579831933,0.5579399141630901
3,avg_gradcam_mm_aavg,Agglomerative_ward,13,0.8144876325088338,0.35003419193070434,0.5174129353233832,0.4257703081232493,0.5257510729613732
3,avg_gradcam_mm_aavg,Agglomerative_complete,2,0.8745583038869258,0.6964212445862777,0.5600568585643214,0.2521008403361345,0.4334763948497854
3,avg_gradcam_mm_aavg,Agglomerative_complete,3,0.8939929328621907,0.6862092546159106,0.4761904761904763,0.2717086834733894,0.46351931330472096
3,avg_gradcam_mm_aavg,Agglomerative_complete,4,0.8144876325088338,0.5874629587417369,0.680170575692964,0.2801120448179272,0.4678111587982832
3,avg_gradcam_mm_aavg,Agglomerative_complete,5,0.7614840989399292,0.49421016640072946,0.5899076048329782,0.29691876750700286,0.4678111587982832
3,avg_gradcam_mm_aavg,Agglomerative_complete,6,0.7791519434628975,0.47089126966036016,0.5678749111584932,0.40056022408963593,0.5772532188841201
3,avg_gradcam_mm_aavg,Agglomerative_complete,7,0.7685512367491165,0.44105311146569415,0.6467661691542289,0.43137254901960786,0.5858369098712446
3,avg_gradcam_mm_aavg,Agglomerative_complete,8,0.754416961130742,0.4075906086163666,0.678038379530917,0.45098039215686275,0.594420600858369
3,avg_gradcam_mm_aavg,Agglomerative_complete,9,0.7385159010600706,0.38124002735354456,0.6396588486140725,0.4369747899159664,0.5643776824034334
3,avg_gradcam_mm_aavg,Agglomerative_complete,10,0.754416961130742,0.37228174150900384,0.6076759061833689,0.47338935574229696,0.592274678111588
3,avg_gradcam_mm_aavg,Agglomerative_complete,11,0.7667844522968197,0.3603829496238888,0.5948827292110875,0.46218487394957986,0.5793991416309012
3,avg_gradcam_mm_aavg,Agglomerative_complete,12,0.793286219081272,0.3573968543423752,0.5657427149964466,0.5294117647058825,0.6416309012875535
3,avg_gradcam_mm_aavg,Agglomerative_complete,13,0.8109540636042403,0.3472532482334169,0.5266524520255865,0.46778711484593843,0.6094420600858369
3,avg_gradcam_mm_aavg,Agglomerative_average,2,0.8674911660777385,0.509368589012993,0.542999289267946,0.06442577030812327,0.18669527896995708
3,avg_gradcam_mm_aavg,Agglomerative_average,3,0.9063604240282686,0.7335308867107363,0.5095948827292113,0.31652661064425774,0.46137339055793986
3,avg_gradcam_mm_aavg,Agglomerative_average,4,0.8392226148409894,0.5487121039434694,0.5316275764036958,0.3025210084033613,0.4334763948497854
3,avg_gradcam_mm_aavg,Agglomerative_average,5,0.7826855123674912,0.46200136767722816,0.46766169154228854,0.32212885154061627,0.4356223175965665
3,avg_gradcam_mm_aavg,Agglomerative_average,6,0.7773851590106007,0.3976977433325735,0.43425728500355376,0.3417366946778712,0.4806866952789699
3,avg_gradcam_mm_aavg,Agglomerative_average,7,0.7561837455830388,0.34736722133576475,0.44207533759772577,0.3305322128851541,0.45493562231759654
3,avg_gradcam_mm_aavg,Agglomerative_average,8,0.7349823321554769,0.35299749259174834,0.5380241648898365,0.3473389355742297,0.4742489270386266
3,avg_gradcam_mm_aavg,Agglomerative_average,9,0.7526501766784451,0.3534533850011397,0.5422885572139303,0.3669467787114846,0.4785407725321888
3,avg_gradcam_mm_aavg,Agglomerative_average,10,0.8038869257950529,0.38085251880556187,0.4989339019189766,0.5126050420168068,0.592274678111588
3,avg_gradcam_mm_aavg,Agglomerative_average,11,0.8056537102473498,0.36270800091178484,0.4591329068941009,0.5406162464985995,0.6266094420600857
3,avg_gradcam_mm_aavg,Agglomerative_average,12,0.7968197879858656,0.3401413266469113,0.42288557213930356,0.5490196078431374,0.6373390557939913
3,avg_gradcam_mm_aavg,Agglomerative_average,13,0.8162544169611307,0.34465466149988605,0.41577825159914716,0.5994397759103642,0.669527896995708
3,avg_gradcam_mm_aavg,Agglomerative_single,2,0.3851590106007067,0.00893549122407112,0.32906894100923967,0.008403361344537816,0.006437768240343346
3,avg_gradcam_mm_aavg,Agglomerative_single,3,0.2561837455830388,0.009209026669705953,0.3219616204690833,0.016806722689075633,0.01931330472103004
3,avg_gradcam_mm_aavg,Agglomerative_single,4,0.2084805653710247,0.013676772281741512,0.2750533049040512,0.008403361344537816,0.008583690987124462
3,avg_gradcam_mm_aavg,Agglomerative_single,5,0.1254416961130742,0.011169364030088901,0.33972992181947415,0.01400560224089636,0.01502145922746781
3,avg_gradcam_mm_aavg,Agglomerative_single,6,0.28621908127208473,0.10120811488488718,0.33546552949538033,0.07563025210084034,0.15665236051502146
3,avg_gradcam_mm_aavg,Agglomerative_single,7,0.34098939929328614,0.11315249601094143,0.26510305614783236,0.08963585434173671,0.22103004291845493
3,avg_gradcam_mm_aavg,Agglomerative_single,8,0.33745583038869253,0.10084340095737407,0.22388059701492546,0.08963585434173671,0.21459227467811157
3,avg_gradcam_mm_aavg,Agglomerative_single,9,0.31272084805653705,0.0916571689081377,0.21179815209665964,0.08683473389355745,0.20815450643776823
3,avg_gradcam_mm_aavg,Agglomerative_single,10,0.3144876325088339,0.0889901983131981,0.22032693674484727,0.11204481792717089,0.2510729613733905
3,avg_gradcam_mm_aavg,Agglomerative_single,11,0.3445229681978798,0.09067700022794623,0.2181947405828003,0.11204481792717089,0.24463519313304719
3,avg_gradcam_mm_aavg,Agglomerative_single,12,0.33215547703180204,0.08406656029177116,0.2181947405828003,0.10364145658263307,0.2317596566523605
3,avg_gradcam_mm_aavg,Agglomerative_single,13,0.3356890459363957,0.08037383177570095,0.2743425728500355,0.11204481792717089,0.23819742489270385
3,avg_gradcam_sd_aavg,KMeans,2,0.969964664310954,0.9146113517209938,0.44562899786780397,0.2016806722689076,0.315450643776824
3,avg_gradcam_sd_aavg,KMeans,3,0.9734982332155476,0.9991110098016869,0.4129353233830846,0.3557422969187675,0.43991416309012876
3,avg_gradcam_sd_aavg,KMeans,4,0.9363957597173144,0.8315249601094142,0.43354655294953814,0.2829131652661065,0.39484978540772525
3,avg_gradcam_sd_aavg,KMeans,5,0.872791519434629,0.7292910873033964,0.4847192608386639,0.33613445378151263,0.4742489270386266
3,avg_gradcam_sd_aavg,KMeans,6,0.8763250883392225,0.6771142010485526,0.5792466240227435,0.38375350140056025,0.4678111587982832
3,avg_gradcam_sd_aavg,KMeans,7,0.8639575971731448,0.6046273079553226,0.5678749111584932,0.4257703081232493,0.5407725321888411
3,avg_gradcam_sd_aavg,KMeans,8,0.862190812720848,0.5738317757009346,0.5721393034825871,0.4117647058823529,0.48927038626609437
3,avg_gradcam_sd_aavg,KMeans,9,0.8462897526501766,0.5363118304080238,0.6069651741293535,0.45378151260504207,0.5171673819742489
3,avg_gradcam_sd_aavg,KMeans,10,0.8586572438162543,0.5193754273991339,0.5899076048329782,0.5014005602240896,0.5665236051502145
3,avg_gradcam_sd_aavg,KMeans,11,0.8939929328621907,0.4994757237291999,0.47832267235252324,0.47899159663865554,0.5278969957081544
3,avg_gradcam_sd_aavg,KMeans,12,0.8551236749116606,0.4801230909505357,0.6197583511016348,0.4397759103641457,0.4763948497854077
3,avg_gradcam_sd_aavg,KMeans,13,0.8445229681978798,0.45167540460451333,0.5472636815920399,0.5686274509803922,0.594420600858369
3,avg_gradcam_sd_aavg,AffinityPropagation,2,0.9664310954063603,0.884454068839754,0.4314143567874912,0.2156862745098039,0.3283261802575107
3,avg_gradcam_sd_aavg,AffinityPropagation,3,0.9487632508833921,0.9271028037383178,0.4321250888415069,0.25490196078431376,0.39270386266094415
3,avg_gradcam_sd_aavg,AffinityPropagation,3,0.969964664310954,0.9904034647823114,0.4129353233830846,0.32212885154061627,0.4120171673819742
3,avg_gradcam_sd_aavg,AffinityPropagation,4,0.881625441696113,0.7698883063596992,0.5692963752665247,0.2605042016806723,0.39270386266094415
